,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms,,
410,This Is Why We Can't Have Nice Things,reputation,2017-11-10,13,07NxDD1iKCHbAldceD7QLP,spotify:track:07NxDD1iKCHbAldceD7QLP,0.0156,0.567,0.789,0,0.382,-5.986,0.115,163.96,0.438,72,207133,,
411,Call It What You Want,reputation,2017-11-10,14,1GwMQaZz6Au3QLDbjbMdme,spotify:track:1GwMQaZz6Au3QLDbjbMdme,0.186,0.598,0.504,0.000221,0.34,-9.874,0.0731,163.954,0.252,74,203506,,
412,New Year’s Day,reputation,2017-11-10,15,7F5oktn5YOsR9eR5YsFtqb,spotify:track:7F5oktn5YOsR9eR5YsFtqb,0.921,0.661,0.151,0,0.13,-12.864,0.0354,94.922,0.23,72,235466,,
413,…Ready For It? - Commentary,reputation (Big Machine Radio Release Special),2017-11-10,1,61zIoCTqx0OY5pCj26Ve9W,spotify:track:61zIoCTqx0OY5pCj26Ve9W,0.944,0.741,0.347,0,0.251,-12.118,0.941,67.303,0.714,23,79663,,
414,...Ready For It?,reputation (Big Machine Radio Release Special),2017-11-10,2,4CdVzZTnf7JElTDw0kyUiN,spotify:track:4CdVzZTnf7JElTDw0kyUiN,0.0527,0.613,0.764,0,0.197,-6.509,0.136,160.015,0.417,43,208186,,
415,End Game - Commentary,reputation (Big Machine Radio Release Special),2017-11-10,3,5v5s9gE1UVpPaPdOxkbBwP,spotify:track:5v5s9gE1UVpPaPdOxkbBwP,0.943,0.635,0.245,0,0.132,-12.614,0.942,172.909,0.565,23,101121,,
416,End Game,reputation (Big Machine Radio Release Special),2017-11-10,4,2zMMdC4xvRClYcWNFJBZ0j,spotify:track:2zMMdC4xvRClYcWNFJBZ0j,0.00845,0.649,0.589,0,0.108,-6.237,0.0558,159.073,0.151,39,244826,,
417,I Did Something Bad - Commentary,reputation (Big Machine Radio Release Special),2017-11-10,5,5fUE3r8hdIUQug2028aA8F,spotify:track:5fUE3r8hdIUQug2028aA8F,0.825,0.736,0.327,0,0.19,-10.994,0.892,98.753,0.731,23,84222,,
418,I Did Something Bad,reputation (Big Machine Radio Release Special),2017-11-10,6,2nOeoic483mcNOx5TFpc3L,spotify:track:2nOeoic483mcNOx5TFpc3L,0.0679,0.696,0.602,2.11E-05,0.0696,-6.156,0.159,82.989,0.305,38,238253,,
419,Don't Blame Me - Commentary,reputation (Big Machine Radio Release Special),2017-11-10,7,59ZmeIz57cGU5Gp9omjlYB,spotify:track:59ZmeIz57cGU5Gp9omjlYB,0.915,0.646,0.287,0,0.208,-11.839,0.943,86.424,0.647,23,109436,,
420,Don’t Blame Me,reputation (Big Machine Radio Release Special),2017-11-10,8,4G0Qrxqm15QTeC2jMcOpAf,spotify:track:4G0Qrxqm15QTeC2jMcOpAf,0.106,0.615,0.534,1.76E-05,0.0607,-6.719,0.0386,135.917,0.193,48,236413,,
421,Delicate - Commentary,reputation (Big Machine Radio Release Special),2017-11-10,9,2XmWRdsQlXna2gcAn1Dquv,spotify:track:2XmWRdsQlXna2gcAn1Dquv,0.972,0.647,0.236,0,0.201,-11.896,0.943,85.319,0.487,22,144707,,
422,Delicate,reputation (Big Machine Radio Release Special),2017-11-10,10,5sOch9Cf4uxcMtwFzMtNqQ,spotify:track:5sOch9Cf4uxcMtwFzMtNqQ,0.216,0.75,0.404,0.000357,0.0911,-10.178,0.0682,95.045,0.0499,48,232253,,
423,Look What You Made Me Do - Commentary,reputation (Big Machine Radio Release Special),2017-11-10,11,3ilBqQXWOO6FWaPyNsVUbw,spotify:track:3ilBqQXWOO6FWaPyNsVUbw,0.916,0.763,0.378,0,0.248,-11.809,0.957,77.411,0.584,23,51096,,
424,Look What You Made Me Do,reputation (Big Machine Radio Release Special),2017-11-10,12,1JbR9RDP3ogVNEWFgNXAjh,spotify:track:1JbR9RDP3ogVNEWFgNXAjh,0.204,0.766,0.709,1.41E-05,0.126,-6.471,0.123,128.07,0.506,54,211853,,
425,So It Goes… - Commentary,reputation (Big Machine Radio Release Special),2017-11-10,13,4kxj7TJF4A88P4LPeLrsoZ,spotify:track:4kxj7TJF4A88P4LPeLrsoZ,0.861,0.728,0.318,0,0.152,-11.377,0.948,123.703,0.527,22,122847,,
426,So It Goes...,reputation (Big Machine Radio Release Special),2017-11-10,14,3Qxfhbly9Muh6AXkwCTFYh,spotify:track:3Qxfhbly9Muh6AXkwCTFYh,0.122,0.574,0.61,1.10E-06,0.13,-7.283,0.0732,74.957,0.374,28,227906,,
427,Gorgeous - Commentary,reputation (Big Machine Radio Release Special),2017-11-10,15,7enXOiKyiRhg84vgU8N8VS,spotify:track:7enXOiKyiRhg84vgU8N8VS,0.95,0.655,0.242,0,0.161,-12.29,0.942,76.531,0.729,22,79663,,
428,Gorgeous,reputation (Big Machine Radio Release Special),2017-11-10,16,12WvaS3V4dPRBU2o37vX69,spotify:track:12WvaS3V4dPRBU2o37vX69,0.0713,0.8,0.535,9.48E-06,0.213,-6.684,0.135,92.027,0.451,49,209680,,
429,Getaway Car - Commentary,reputation (Big Machine Radio Release Special),2017-11-10,17,2dAXNjG5vwMAlgHzAC7vZC,spotify:track:2dAXNjG5vwMAlgHzAC7vZC,0.976,0.718,0.177,0,0.157,-14.138,0.945,129.971,0.478,22,165897,,
430,Getaway Car,reputation (Big Machine Radio Release Special),2017-11-10,18,6PbBaKVuXGT1sl2318U3LC,spotify:track:6PbBaKVuXGT1sl2318U3LC,0.00465,0.562,0.689,2.23E-06,0.0888,-6.745,0.127,172.054,0.351,41,233626,,
431,King Of My Heart - Commentary,reputation (Big Machine Radio Release Special),2017-11-10,19,2d9Ud0fwm5Oq73F5vPSoQB,spotify:track:2d9Ud0fwm5Oq73F5vPSoQB,0.94,0.707,0.346,0,0.14,-11.991,0.945,83.407,0.715,22,56461,,
432,King Of My Heart,reputation (Big Machine Radio Release Special),2017-11-10,20,4d7JmiyEia47bpC1HhxUzY,spotify:track:4d7JmiyEia47bpC1HhxUzY,0.00882,0.675,0.703,2.21E-06,0.0391,-7.902,0.0382,110.01,0.314,31,214320,,
433,Dancing With Our Hands Tied - Commentary,reputation (Big Machine Radio Release Special),2017-11-10,21,73AHP8EqSH8QXqqoFXKwdW,spotify:track:73AHP8EqSH8QXqqoFXKwdW,0.941,0.719,0.281,0,0.284,-12.218,0.951,129.863,0.507,22,117214,,
434,Dancing With Our Hands Tied,reputation (Big Machine Radio Release Special),2017-11-10,22,6P8j2SqbXOeaCvXh1ZXwWT,spotify:track:6P8j2SqbXOeaCvXh1ZXwWT,0.0604,0.624,0.691,1.10E-05,0.138,-6.686,0.196,160.024,0.284,31,211506,,
435,Dress - Commentary,reputation (Big Machine Radio Release Special),2017-11-10,23,0FfnSwDzc5KuBCkhJzIL2c,spotify:track:0FfnSwDzc5KuBCkhJzIL2c,0.955,0.692,0.312,0,0.0914,-12.316,0.949,100.283,0.535,22,108631,,
436,Dress,reputation (Big Machine Radio Release Special),2017-11-10,24,50GXx9eZeiVWB3bgMop7Ti,spotify:track:50GXx9eZeiVWB3bgMop7Ti,0.0329,0.719,0.469,0,0.169,-8.792,0.0533,120.085,0.0851,31,230373,,
437,This Is Why We Can't Have Nice Things - Commentary,reputation (Big Machine Radio Release Special),2017-11-10,25,0Fa1vab9Ssp9ah12rhfeRz,spotify:track:0Fa1vab9Ssp9ah12rhfeRz,0.983,0.72,0.207,0,0.252,-12.672,0.927,130.302,0.54,22,175419,,
438,This Is Why We Can't Have Nice Things,reputation (Big Machine Radio Release Special),2017-11-10,26,0UQt3V4blAIxgkW1a6zVOd,spotify:track:0UQt3V4blAIxgkW1a6zVOd,0.0156,0.567,0.789,0,0.382,-5.986,0.115,163.96,0.438,32,207133,,
439,Call It What You Want - Commentary,reputation (Big Machine Radio Release Special),2017-11-10,27,4eRp4OhES42IiokxA59E60,spotify:track:4eRp4OhES42IiokxA59E60,0.947,0.736,0.339,0,0.109,-12.422,0.926,68.253,0.529,22,81004,,
440,Call It What You Want,reputation (Big Machine Radio Release Special),2017-11-10,28,2WmiBmDXticFTNJdMFh2XZ,spotify:track:2WmiBmDXticFTNJdMFh2XZ,0.186,0.598,0.504,0.000221,0.34,-9.874,0.0731,163.954,0.252,36,203506,,
441,New Year's Day - Commentary,reputation (Big Machine Radio Release Special),2017-11-10,29,518FPNbDfkkxamoeR6lGo3,spotify:track:518FPNbDfkkxamoeR6lGo3,0.982,0.719,0.158,0,0.257,-13.859,0.946,130.315,0.424,22,167909,,
442,New Year’s Day,reputation (Big Machine Radio Release Special),2017-11-10,30,2kCyo4UBZcBVYyNGeNd7ck,spotify:track:2kCyo4UBZcBVYyNGeNd7ck,0.921,0.661,0.151,0,0.13,-12.864,0.0354,94.922,0.23,31,235466,,
443,Radio Outro - Commentary,reputation (Big Machine Radio Release Special),2017-11-10,31,2btS16fbQxhnO3Hbh0a83v,spotify:track:2btS16fbQxhnO3Hbh0a83v,0.952,0.774,0.298,0,0.147,-12.472,0.954,69.091,0.668,22,101791,,
444,All Too Well,reputation Stadium Tour Surprise Song Playlist,2017-11-09,1,00vJzaoxM3Eja1doBUhX0P,spotify:track:00vJzaoxM3Eja1doBUhX0P,0.0448,0.602,0.605,0.000334,0.128,-7.803,0.0244,93.061,0.316,41,329160,,
445,Wildest Dreams,reputation Stadium Tour Surprise Song Playlist,2017-11-09,2,22C0JIVhFaczZ4t9heqREN,spotify:track:22C0JIVhFaczZ4t9heqREN,0.0692,0.55,0.688,0.00144,0.106,-7.416,0.0897,139.997,0.465,45,220440,,
446,The Best Day,reputation Stadium Tour Surprise Song Playlist,2017-11-09,3,7APTsjmZbj7TFXQJAiRti4,spotify:track:7APTsjmZbj7TFXQJAiRti4,0.639,0.669,0.448,4.06E-06,0.158,-8.566,0.0285,126.068,0.383,35,246306,,
447,Red,reputation Stadium Tour Surprise Song Playlist,2017-11-09,4,4V9NuhKQcUFt4cgbynHV79,spotify:track:4V9NuhKQcUFt4cgbynHV79,0.0779,0.605,0.899,0.000125,0.0911,-4.273,0.0423,124.985,0.647,38,223093,,
448,Holy Ground,reputation Stadium Tour Surprise Song Playlist,2017-11-09,5,4hCZk6WJBFQeG3P7WsyntI,spotify:track:4hCZk6WJBFQeG3P7WsyntI,0.0162,0.627,0.816,0.00208,0.0965,-6.698,0.0774,157.043,0.648,34,202960,,
449,Teardrops On My Guitar - Radio Single Remix,reputation Stadium Tour Surprise Song Playlist,2017-11-09,6,7eGeUVeCEvEQrivmjl9Qn3,spotify:track:7eGeUVeCEvEQrivmjl9Qn3,0.313,0.626,0.427,0,0.138,-6.993,0.0234,99.959,0.263,38,204706,,
450,Our Song,reputation Stadium Tour Surprise Song Playlist,2017-11-09,7,7qGr3rjRhndRIpFUA5f2HJ,spotify:track:7qGr3rjRhndRIpFUA5f2HJ,0.114,0.545,0.663,0,0.321,-5.05,0.0363,178.013,0.565,38,203440,,
451,22,reputation Stadium Tour Surprise Song Playlist,2017-11-09,8,2P5gfMtCcKP0CkmgqFMyPg,spotify:track:2P5gfMtCcKP0CkmgqFMyPg,0.00254,0.66,0.733,0.00146,0.0473,-6.564,0.0379,104.009,0.68,40,232120,,
452,I Knew You Were Trouble.,reputation Stadium Tour Surprise Song Playlist,2017-11-09,9,2o2IVjuqRkR9hJxtPjtAP0,spotify:track:2o2IVjuqRkR9hJxtPjtAP0,0.00476,0.536,0.464,2.67E-06,0.0357,-6.761,0.0412,77.318,0.665,42,219720,,
453,I Don’t Wanna Live Forever (Fifty Shades Darker),reputation Stadium Tour Surprise Song Playlist,2017-11-09,10,55n9yjI6qqXh5F2mYvUc2y,spotify:track:55n9yjI6qqXh5F2mYvUc2y,0.0586,0.731,0.445,1.96E-05,0.14,-8.418,0.0533,117.97,0.106,80,247160,,
454,Mean,reputation Stadium Tour Surprise Song Playlist,2017-11-09,11,5rcHBt2aNcGFWW0jaAUe1L,spotify:track:5rcHBt2aNcGFWW0jaAUe1L,0.451,0.576,0.754,0,0.223,-3.982,0.0428,163.886,0.79,38,238693,,
455,How You Get The Girl,reputation Stadium Tour Surprise Song Playlist,2017-11-09,12,3aSYZ4upQ6OSNos26YeVWL,spotify:track:3aSYZ4upQ6OSNos26YeVWL,0.00364,0.765,0.656,0.00868,0.0918,-6.112,0.0504,119.997,0.545,37,247533,,
456,So It Goes...,reputation Stadium Tour Surprise Song Playlist,2017-11-09,13,41T04yafZVrjNq2FqvLtId,spotify:track:41T04yafZVrjNq2FqvLtId,0.122,0.574,0.61,1.10E-06,0.13,-7.283,0.0732,74.957,0.374,51,227906,,
457,Fifteen,reputation Stadium Tour Surprise Song Playlist,2017-11-09,14,0H2UD0LfSCiRr59YMGlCuS,spotify:track:0H2UD0LfSCiRr59YMGlCuS,0.0717,0.55,0.628,0,0.138,-4.437,0.0269,95.122,0.211,34,295320,,
458,Mine,reputation Stadium Tour Surprise Song Playlist,2017-11-09,15,6FmJKLpyCt42nP2IOVEVc2,spotify:track:6FmJKLpyCt42nP2IOVEVc2,0.00302,0.621,0.779,3.22E-06,0.187,-2.943,0.0301,121.034,0.67,39,231866,,
459,Sparks Fly,reputation Stadium Tour Surprise Song Playlist,2017-11-09,16,5h2sBwpUSAndjObfU3ti2r,spotify:track:5h2sBwpUSAndjObfU3ti2r,0.041,0.61,0.782,0,0.16,-2.98,0.0309,114.977,0.399,37,262920,,
460,State Of Grace,reputation Stadium Tour Surprise Song Playlist,2017-11-09,17,0YRGTdfmJPALpglAaraYUr,spotify:track:0YRGTdfmJPALpglAaraYUr,0.000184,0.591,0.828,0.00113,0.0879,-5.895,0.0333,129.962,0.383,33,295720,,
461,Haunted,reputation Stadium Tour Surprise Song Playlist,2017-11-09,18,6CB7DczrX9ZJB9Wkjegmaq,spotify:track:6CB7DczrX9ZJB9Wkjegmaq,0.0648,0.431,0.949,0,0.0612,-2.622,0.0605,162.012,0.37,36,245413,,
462,Never Grow Up,reputation Stadium Tour Surprise Song Playlist,2017-11-09,19,1UPDfqsVIZLEiZeMuUsni2,spotify:track:1UPDfqsVIZLEiZeMuUsni2,0.824,0.714,0.309,0,0.136,-8.828,0.0302,124.894,0.545,33,292920,,
463,Treacherous,reputation Stadium Tour Surprise Song Playlist,2017-11-09,20,0r3U7SOcoj4DIEyN44Lt5z,spotify:track:0r3U7SOcoj4DIEyN44Lt5z,0.101,0.704,0.621,4.30E-06,0.14,-8.086,0.0334,109.995,0.395,32,242760,,
464,Babe,reputation Stadium Tour Surprise Song Playlist,2017-11-09,21,40PXEOFLJc7UIpLMrhSfW1,spotify:track:40PXEOFLJc7UIpLMrhSfW1,0.0221,0.577,0.784,0,0.125,-3.266,0.101,171.791,0.643,34,215106,,
465,Welcome To New York,reputation Stadium Tour Surprise Song Playlist,2017-11-09,22,3YLA3NgzFRRa7LiHMtFPby,spotify:track:3YLA3NgzFRRa7LiHMtFPby,0.0348,0.789,0.634,1.64E-06,0.302,-4.762,0.0323,116.992,0.658,36,212600,,
466,Fearless,reputation Stadium Tour Surprise Song Playlist,2017-11-09,23,43sE2O3skbGBpT2tO6fzv9,spotify:track:43sE2O3skbGBpT2tO6fzv9,0.0377,0.603,0.718,0,0.307,-4.401,0.0272,100.163,0.429,33,242973,,
467,Enchanted,reputation Stadium Tour Surprise Song Playlist,2017-11-09,24,5lg33MHs1BoUtJVClw8ZpI,spotify:track:5lg33MHs1BoUtJVClw8ZpI,0.0717,0.535,0.626,0.00127,0.158,-3.895,0.0274,81.963,0.218,52,353253,,
468,Change,reputation Stadium Tour Surprise Song Playlist,2017-11-09,25,5PSOWHll3h3Vy226xSJk0M,spotify:track:5PSOWHll3h3Vy226xSJk0M,0.00418,0.543,0.763,0,0.111,-4.206,0.0376,96.006,0.234,31,281053,,
469,Ours,reputation Stadium Tour Surprise Song Playlist,2017-11-09,26,0V3SNHDka1JSCP71HAzpxw,spotify:track:0V3SNHDka1JSCP71HAzpxw,0.469,0.61,0.56,0,0.087,-7.392,0.0279,159.837,0.228,38,239346,,
470,Out Of The Woods,reputation Stadium Tour Surprise Song Playlist,2017-11-09,27,0GmfiNHSgkKamYgQEMYOH3,spotify:track:0GmfiNHSgkKamYgQEMYOH3,0.000743,0.553,0.841,1.19E-05,0.341,-6.937,0.0396,92.008,0.338,40,235800,,
471,Come Back...Be Here,reputation Stadium Tour Surprise Song Playlist,2017-11-09,28,5hiqtrACtMJkNpaNHj0n9Z,spotify:track:5hiqtrACtMJkNpaNHj0n9Z,0.00471,0.483,0.548,2.01E-06,0.0997,-6.291,0.0254,79.926,0.217,34,223920,,
472,A Place in this World,reputation Stadium Tour Surprise Song Playlist,2017-11-09,29,2RSYYe7LhKFxIi50T5XtUo,spotify:track:2RSYYe7LhKFxIi50T5XtUo,0.0577,0.573,0.767,0,0.327,-2.929,0.0323,114.984,0.438,32,202080,,
473,This Love,reputation Stadium Tour Surprise Song Playlist,2017-11-09,30,64KRxmbqypPBlya4nxFmDn,spotify:track:64KRxmbqypPBlya4nxFmDn,0.678,0.481,0.435,0,0.0928,-8.795,0.0321,143.95,0.107,33,250093,,
474,The Lucky One,reputation Stadium Tour Surprise Song Playlist,2017-11-09,31,24ksPWXKg1k7OOG57pufED,spotify:track:24ksPWXKg1k7OOG57pufED,0.0352,0.706,0.505,0,0.13,-7.639,0.0358,117.935,0.561,31,240266,,
475,Invisible,reputation Stadium Tour Surprise Song Playlist,2017-11-09,32,0kqC185OTcnuhbz4T7g5RB,spotify:track:0kqC185OTcnuhbz4T7g5RB,0.56,0.609,0.383,0,0.165,-5.732,0.0243,96.005,0.224,31,205853,,
476,Breathe,reputation Stadium Tour Surprise Song Playlist,2017-11-09,33,3oxgFdIlxFEDEJqn7k5TVN,spotify:track:3oxgFdIlxFEDEJqn7k5TVN,0.416,0.442,0.48,0,0.129,-7.405,0.0281,73.849,0.167,34,264946,,
477,Better Man,reputation Stadium Tour Surprise Song Playlist,2017-11-09,34,3EXetjrGgwIjDRNn6YA8sa,spotify:track:3EXetjrGgwIjDRNn6YA8sa,0.123,0.502,0.843,0,0.0974,-3.648,0.0378,143.944,0.507,36,263613,,
478,Jump Then Fall,reputation Stadium Tour Surprise Song Playlist,2017-11-09,35,5zytSTR2g0I9psX2Z12ex6,spotify:track:5zytSTR2g0I9psX2Z12ex6,0.113,0.617,0.699,0,0.074,-5.712,0.0274,80.007,0.818,31,238093,,
479,Begin Again,reputation Stadium Tour Surprise Song Playlist,2017-11-09,36,2G679wnKfyhUOeNx910OXg,spotify:track:2G679wnKfyhUOeNx910OXg,0.199,0.53,0.526,3.52E-06,0.14,-8.349,0.0263,79.025,0.323,32,239426,,
480,Tied Together with a Smile,reputation Stadium Tour Surprise Song Playlist,2017-11-09,37,4qNEi8zGIYLiMtoW8OaJdx,spotify:track:4qNEi8zGIYLiMtoW8OaJdx,0.521,0.479,0.547,0,0.0728,-4.948,0.0275,146.147,0.238,31,251213,,
481,The Story Of Us,reputation Stadium Tour Surprise Song Playlist,2017-11-09,38,2fF3QzbGCrtrDXIdWcg1mv,spotify:track:2fF3QzbGCrtrDXIdWcg1mv,0.00556,0.547,0.808,0.000304,0.0587,-3.63,0.0398,139.908,0.65,36,267653,,
482,Forever & Always,reputation Stadium Tour Surprise Song Playlist,2017-11-09,39,0QCS4NpURHvWdF1icdkfBw,spotify:track:0QCS4NpURHvWdF1icdkfBw,0.0806,0.607,0.829,0,0.207,-5.02,0.0588,128.057,0.52,31,226293,,
483,Hey Stephen,reputation Stadium Tour Surprise Song Playlist,2017-11-09,40,0TYJbIHBtmWy9ugtU9BcbE,spotify:track:0TYJbIHBtmWy9ugtU9BcbE,0.191,0.843,0.541,1.85E-06,0.108,-7.361,0.0318,116.001,0.838,31,256040,,
484,Speak Now,reputation Stadium Tour Surprise Song Playlist,2017-11-09,41,1XLc4irbX7oQSneh6gWv3O,spotify:track:1XLc4irbX7oQSneh6gWv3O,0.0991,0.712,0.603,0,0.102,-3.753,0.0304,118.986,0.714,34,243346,,
485,Wonderland,reputation Stadium Tour Surprise Song Playlist,2017-11-09,42,0eTCaVOYLpJlSkbEi2jay4,spotify:track:0eTCaVOYLpJlSkbEi2jay4,0.0493,0.422,0.692,2.57E-05,0.177,-5.447,0.0549,184.014,0.197,37,245560,,
486,White Horse,reputation Stadium Tour Surprise Song Playlist,2017-11-09,43,4RMfSYDFkcz0bKoK8fHDgR,spotify:track:4RMfSYDFkcz0bKoK8fHDgR,0.314,0.578,0.348,0,0.1,-8.066,0.0257,92.673,0.218,33,235400,,
487,I'm Only Me When I'm With You,reputation Stadium Tour Surprise Song Playlist,2017-11-09,44,6Py8IKZqDyU8aQVrjilbJw,spotify:track:6Py8IKZqDyU8aQVrjilbJw,0.00454,0.556,0.933,0.000469,0.101,-3.685,0.072,143.936,0.521,33,215600,,
488,Starlight,reputation Stadium Tour Surprise Song Playlist,2017-11-09,45,7txpzmA69zyk50K3ZyZSzC,spotify:track:7txpzmA69zyk50K3ZyZSzC,0.0192,0.649,0.777,0.000487,0.234,-5.797,0.0391,126.014,0.616,32,220600,,
489,I Know Places,reputation Stadium Tour Surprise Song Playlist,2017-11-09,46,3qGLcmO0XnnrcpAQGZwTvA,spotify:track:3qGLcmO0XnnrcpAQGZwTvA,0.245,0.602,0.755,0,0.178,-4.991,0.071,159.965,0.495,34,195706,,
490,Welcome To New York - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2015-02-01,1,64FIHbthA4RhBv6fL6DGBO,spotify:track:64FIHbthA4RhBv6fL6DGBO,0.0471,0.823,0.635,0.188,0.348,-6.293,0.0465,116.989,0.36,15,209388,,
491,Blank Space - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2015-02-01,2,6N6V2v89hS4N9ossON5f9R,spotify:track:6N6V2v89hS4N9ossON5f9R,0.0381,0.605,0.69,0.00943,0.113,-4.914,0.0522,191.998,0.593,19,228598,,
492,Style - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2015-02-01,3,1Qicm51crXMvUuH4SMjobT,spotify:track:1Qicm51crXMvUuH4SMjobT,0.000585,0.57,0.841,0.821,0.104,-6.12,0.0312,94.996,0.468,20,230303,,
493,Out Of The Woods - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2015-02-01,4,4WrJR6LJ8MtIxouKHUkTEM,spotify:track:4WrJR6LJ8MtIxouKHUkTEM,2.71E-05,0.49,0.924,0.804,0.408,-6.497,0.0344,92.021,0.0487,19,233608,,
494,All You Had To Do Was Stay - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2015-02-01,5,4vWXPp6Tuf6ury2dCh0uAI,spotify:track:4vWXPp6Tuf6ury2dCh0uAI,0.000201,0.628,0.716,0.052,0.209,-6.377,0.0346,97.01,0.599,13,191582,,
495,Shake It Off - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2015-02-01,6,4omftH10jc82Sj8VJ395C7,spotify:track:4omftH10jc82Sj8VJ395C7,0.00154,0.705,0.829,0.853,0.462,-6.105,0.0977,160.029,0.831,20,217567,,
496,I Wish You Would - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2015-02-01,7,3g7PbLRaKm2MmfHNyMbjJn,spotify:track:3g7PbLRaKm2MmfHNyMbjJn,0.000811,0.591,0.944,0.512,0.135,-6.179,0.0432,117.991,0.185,13,204915,,
497,Bad Blood - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2015-02-01,8,6bzWVosI1yQkHUrN22cMWE,spotify:track:6bzWVosI1yQkHUrN22cMWE,0.0399,0.66,0.838,0.00186,0.238,-6.765,0.103,170.003,0.165,14,209842,,
498,Wildest Dreams - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2015-02-01,9,1BXM0X5BxyUUOLEf9Rv6uZ,spotify:track:1BXM0X5BxyUUOLEf9Rv6uZ,0.0909,0.544,0.586,0.818,0.139,-10.553,0.0348,140.09,0.441,17,218705,,
499,How You Get The Girl - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2015-02-01,10,0uBYyYTfuuDigZvBN6HnUt,spotify:track:0uBYyYTfuuDigZvBN6HnUt,0.000133,0.731,0.624,0.829,0.0811,-7.092,0.0457,120.012,0.467,12,245420,,
500,This Love - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2015-02-01,11,7juXSUrMEd7f9ljLk7Pria,spotify:track:7juXSUrMEd7f9ljLk7Pria,0.669,0.482,0.397,0.833,0.0899,-10.138,0.0285,143.962,0.064,13,247166,,
501,I Know Places - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2015-02-01,12,4Dzma7nri1H2XNQ7b8Fs5b,spotify:track:4Dzma7nri1H2XNQ7b8Fs5b,0.0112,0.64,0.713,0.0126,0.64,-6.634,0.0606,80.014,0.413,12,193811,,
502,Clean - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2015-02-01,13,7AiIXVMIrTqHlGn7bS3f31,spotify:track:7AiIXVMIrTqHlGn7bS3f31,0.241,0.856,0.371,0.819,0.111,-9.921,0.0425,103.999,0.384,13,269207,,
503,Wonderland - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2015-02-01,14,6wyqsJdxRsSM6k5hCF1pvt,spotify:track:6wyqsJdxRsSM6k5hCF1pvt,0.00557,0.464,0.561,0.6,0.108,-6.741,0.0314,184.048,0.09,11,242409,,
504,You Are In Love - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2015-02-01,15,4xUyg90BLSnPFXbqDAlBKF,spotify:track:4xUyg90BLSnPFXbqDAlBKF,0.806,0.448,0.424,0.781,0.0946,-12.148,0.038,84.923,0.209,12,266003,,
505,New Romantics - Karaoke Version,Taylor Swift Karaoke: 1989 (Deluxe),2015-02-01,16,248qgqZNy5T5KsGHgTxeIM,spotify:track:248qgqZNy5T5KsGHgTxeIM,0.000636,0.61,0.95,0.304,0.273,-4.936,0.047,121.995,0.588,15,227743,,
506,Welcome To New York,1989,2014-10-27,1,2C8lcuMwQrCdUIiKISCYfE,spotify:track:2C8lcuMwQrCdUIiKISCYfE,0.038,0.793,0.634,1.76E-06,0.304,-4.807,0.0324,117.023,0.615,32,212600,,
507,Blank Space,1989,2014-10-27,2,1vwCXIAjSkUxvn78Cmz84g,spotify:track:1vwCXIAjSkUxvn78Cmz84g,0.085,0.752,0.678,1.64E-06,0.13,-5.421,0.0646,96.009,0.583,39,231826,,
508,Style,1989,2014-10-27,3,2azpRNbgwmjSmmQZ5PGJGT,spotify:track:2azpRNbgwmjSmmQZ5PGJGT,0.00256,0.598,0.786,0.00143,0.117,-5.572,0.0382,95.021,0.456,33,231000,,
509,Out Of The Woods,1989,2014-10-27,4,235hvG1TA5qebFjijpCmaV,spotify:track:235hvG1TA5qebFjijpCmaV,0.00103,0.552,0.841,1.23E-05,0.337,-6.938,0.0372,91.993,0.342,24,235800,,
510,All You Had To Do Was Stay,1989,2014-10-27,5,4i9dEGgLlZdSmR4lPXRYiS,spotify:track:4i9dEGgLlZdSmR4lPXRYiS,0.00196,0.602,0.735,4.77E-05,0.105,-5.778,0.0337,96.969,0.472,25,193293,,
511,Shake It Off,1989,2014-10-27,6,5WuBu7WHqaDAIs5dikGclg,spotify:track:5WuBu7WHqaDAIs5dikGclg,0.0561,0.648,0.785,0,0.148,-5.414,0.165,160.02,0.943,47,219200,,
512,I Wish You Would,1989,2014-10-27,7,4yH40E15Nwfcroj5Ofooo7,spotify:track:4yH40E15Nwfcroj5Ofooo7,0.016,0.649,0.898,9.90E-05,0.109,-5.963,0.0511,118.027,0.503,24,207440,,
